track_id,start_frame,end_frame,duration_frames,start_time_s,end_time_s
16,154,185,32,5.2030165912518855,6.250377073906486
123,162,196,35,5.473303167420815,6.622021116138764
106,160,198,39,5.4057315233785825,6.689592760180996
