epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,151.523,0.77044,0.92058,0.63406,0.94534,0.50081,0.57143,0.5113,0.22164,0.50081,0.57143,0.48658,0.18977,1.79131,3.00098,2.00142,1.88595,0.0015446,0.0015446,0.0015446
25,157.709,0.67763,0.82,0.58016,0.92422,0.24687,0.61905,0.27302,0.14117,0.24687,0.61905,0.26135,0.09273,2.13049,3.15612,2.73799,2.22991,0.0015248,0.0015248,0.0015248
26,163.948,0.72906,0.86973,0.58231,0.9328,0.36512,0.71429,0.36752,0.14757,0.36512,0.71429,0.41448,0.12194,2.39701,3.49344,2.4139,2.47158,0.001505,0.001505,0.001505
27,170.068,0.73397,0.91734,0.64747,0.93663,0.55967,0.71429,0.50494,0.17155,0.51207,0.66667,0.46613,0.11612,2.47746,3.59578,1.74855,2.68917,0.0014852,0.0014852,0.0014852
28,176.275,0.70966,0.84895,0.61784,0.8975,0.66236,0.65435,0.51914,0.1499,0.59811,0.63833,0.50749,0.10319,2.60441,4.12086,1.75462,2.58904,0.0014654,0.0014654,0.0014654
29,182.392,0.66226,0.93087,0.57271,0.94325,0.19914,0.33333,0.16034,0.02574,0.14448,0.2381,0.10056,0.02417,2.94514,5.09816,2.34012,2.95321,0.0014456,0.0014456,0.0014456
30,188.5,0.70287,0.94458,0.61259,0.92427,0.25864,0.64811,0.24369,0.05951,0.25825,0.63018,0.26038,0.04745,2.70277,4.04032,1.86414,2.68516,0.0014258,0.0014258,0.0014258
31,194.642,0.71564,0.88944,0.56921,0.93358,0.52726,0.7619,0.48094,0.14711,0.42534,0.61905,0.3422,0.09524,2.23861,2.53699,1.56543,2.2394,0.001406,0.001406,0.001406
32,200.898,0.80425,1.02408,0.63516,0.94514,0.48152,0.85714,0.51608,0.16208,0.40126,0.71429,0.36677,0.14062,2.31356,1.93315,1.66095,2.24654,0.0013862,0.0013862,0.0013862
33,207.05,0.8441,1.08638,0.70892,0.97298,0.71916,0.73217,0.82133,0.24909,0.6359,0.6654,0.64477,0.24682,2.28584,1.94116,1.63981,2.3353,0.0013664,0.0013664,0.0013664
34,213.258,0.70128,0.8605,0.58151,0.90345,0.81578,0.85714,0.84747,0.27915,0.72306,0.7619,0.67647,0.26675,2.19185,2.10877,1.44806,2.2513,0.0013466,0.0013466,0.0013466
35,219.346,0.67951,0.84271,0.55746,0.91768,0.67876,0.80952,0.76544,0.40416,0.63733,0.7619,0.67734,0.30349,1.47699,2.36618,1.39889,1.80354,0.0013268,0.0013268,0.0013268
36,225.476,0.70249,0.82117,0.62322,0.89159,0.7282,0.85714,0.82721,0.46102,0.6835,0.80952,0.74058,0.35223,1.43403,2.38104,1.46437,1.81885,0.001307,0.001307,0.001307
37,231.623,0.6785,0.9496,0.59004,0.9316,0.82926,0.92562,0.84756,0.45042,0.82926,0.92562,0.84756,0.42911,1.48796,2.00715,1.29275,1.80767,0.0012872,0.0012872,0.0012872
38,237.865,0.69085,0.90817,0.55059,0.96352,0.83294,0.95238,0.88818,0.45901,0.83294,0.95238,0.88818,0.50208,1.56235,1.4985,1.06631,1.79517,0.0012674,0.0012674,0.0012674
39,244.079,0.69618,0.87311,0.59071,0.91629,0.81477,0.90476,0.81861,0.42366,0.81477,0.90476,0.81861,0.42864,1.4727,1.67313,1.09145,1.77277,0.0012476,0.0012476,0.0012476
40,250.257,0.68529,0.82967,0.52649,0.89714,0.75513,0.88156,0.79129,0.40966,0.72826,0.76588,0.70885,0.33691,1.36701,2.68434,1.31625,1.84538,0.0012278,0.0012278,0.0012278
41,256.41,0.62431,0.76575,0.5168,0.90151,0.82555,0.95238,0.83925,0.44867,0.84824,0.79891,0.73065,0.37353,1.3403,3.8618,1.12244,1.76133,0.001208,0.001208,0.001208
42,262.484,0.6781,0.81094,0.48488,0.95938,0.63767,0.85714,0.60984,0.29834,0.63767,0.85714,0.57412,0.20301,1.49203,4.19837,1.53194,1.87643,0.0011882,0.0011882,0.0011882
43,268.642,0.68091,0.82068,0.49146,0.90698,0.45733,0.90476,0.4536,0.21394,0.38359,0.7619,0.34043,0.10983,1.59137,4.32052,1.78457,1.90911,0.0011684,0.0011684,0.0011684
44,274.726,0.67301,0.86085,0.56004,0.91658,0.54214,0.90476,0.55594,0.26765,0.42445,0.71429,0.34106,0.11994,1.50356,4.51569,1.51162,1.77854,0.0011486,0.0011486,0.0011486
45,280.913,0.71837,0.97428,0.55944,0.92849,0.7565,0.90476,0.90483,0.47252,0.64416,0.7619,0.64241,0.26056,1.28398,3.49133,1.03204,1.6696,0.0011288,0.0011288,0.0011288
46,286.989,0.65423,0.75126,0.52386,0.90953,0.98864,0.85714,0.96924,0.50863,0.87856,0.7619,0.7514,0.35471,1.27743,2.58932,0.97201,1.6372,0.001109,0.001109,0.001109
47,293.09,0.62971,0.79571,0.50799,0.9179,0.95391,0.98591,0.98864,0.46505,0.84341,0.7698,0.76294,0.27386,1.59564,2.98948,1.06092,1.87746,0.0010892,0.0010892,0.0010892
48,299.193,0.68355,1.00774,0.52862,0.92858,0.50175,0.85714,0.68106,0.31812,0.58354,0.57143,0.51672,0.18498,2.17191,3.27942,1.48675,2.20795,0.0010694,0.0010694,0.0010694
49,305.293,0.54743,0.69677,0.92872,0.78179,0.60566,0.66667,0.63886,0.28828,0.60566,0.66667,0.59132,0.18753,2.26843,3.21514,1.55833,2.23916,0.0010496,0.0010496,0.0010496
50,311.46,0.66226,0.85039,0.52877,0.90501,0.77935,0.90476,0.8776,0.40643,0.71402,0.71339,0.77048,0.26052,1.85841,2.79783,1.40466,1.98972,0.0010298,0.0010298,0.0010298
51,317.615,0.61699,0.74183,0.49063,0.87737,0.9469,1,0.99318,0.54799,0.90097,0.95238,0.94592,0.41123,1.60025,2.46433,0.98009,1.86016,0.00101,0.00101,0.00101
52,323.829,0.59676,0.74173,0.484,0.90444,0.88633,1,0.98717,0.61469,0.84339,0.95238,0.94245,0.46253,1.48692,2.44738,0.8547,1.77279,0.0009902,0.0009902,0.0009902
53,330.103,0.65098,0.78747,0.46568,0.90559,0.93466,0.85714,0.96732,0.56099,0.93466,0.85714,0.85453,0.3662,1.41606,3.17228,0.89607,1.7867,0.0009704,0.0009704,0.0009704
54,336.232,0.57959,0.69314,0.49668,0.92323,0.94978,0.90081,0.96625,0.47378,0.83466,0.7619,0.6823,0.23216,1.58019,3.81166,0.91855,1.88859,0.0009506,0.0009506,0.0009506
55,342.392,0.63582,0.70328,0.4917,0.89465,0.86274,0.90476,0.92469,0.38839,0.74758,0.70552,0.63953,0.18697,1.74629,3.83702,1.03493,1.91946,0.0009308,0.0009308,0.0009308
56,348.602,0.62547,0.68791,0.49903,0.87627,0.70008,0.88963,0.76048,0.29987,0.57499,0.71429,0.57211,0.17209,2.03801,3.58099,1.0717,2.15374,0.000911,0.000911,0.000911
57,354.798,0.55395,0.66556,0.4436,0.89532,0.71881,0.85229,0.75273,0.31309,0.63975,0.76111,0.63451,0.20501,2.12365,2.94611,1.08637,2.2076,0.0008912,0.0008912,0.0008912
58,361.019,0.55332,0.6978,0.44217,0.86533,0.59562,0.66667,0.50274,0.24495,0.71678,0.66667,0.63011,0.17605,2.29021,2.7801,1.12918,2.30029,0.0008714,0.0008714,0.0008714
59,367.174,0.55702,0.6599,0.45099,0.86855,0.50354,0.62814,0.48008,0.22727,0.74325,0.61905,0.62069,0.15861,2.42266,2.74786,1.17858,2.46387,0.0008516,0.0008516,0.0008516
60,373.376,0.56883,0.68554,0.40863,0.86698,0.59945,0.52381,0.49706,0.21284,0.65421,0.57143,0.5438,0.15538,2.4558,2.5763,1.29343,2.5055,0.0008318,0.0008318,0.0008318
61,379.581,0.57168,0.65106,0.46626,0.87865,0.66881,0.52381,0.52935,0.22749,0.73014,0.57143,0.57778,0.18972,2.40593,2.51444,1.39647,2.41572,0.000812,0.000812,0.000812
62,385.773,0.56923,0.65408,0.47659,0.88413,0.61041,0.47619,0.42331,0.21578,0.74746,0.57143,0.55136,0.16205,2.41675,2.58663,1.39512,2.45145,0.0007922,0.0007922,0.0007922
63,392,0.58618,0.75365,0.45773,0.90052,0.62382,0.47395,0.45991,0.23421,0.74769,0.56483,0.57504,0.17033,2.43659,2.59464,1.08941,2.58891,0.0007724,0.0007724,0.0007724
64,398.199,0.57521,0.72678,0.53616,0.89341,0.67242,0.61905,0.5997,0.26311,0.67242,0.61905,0.59166,0.16195,2.27796,3.09438,1.08922,2.52045,0.0007526,0.0007526,0.0007526
65,404.367,0.60773,0.6419,0.48842,0.89381,0.45595,0.57143,0.45609,0.23274,0.41784,0.52381,0.39469,0.10779,2.31119,4.29872,1.23246,2.5838,0.0007328,0.0007328,0.0007328
66,410.545,0.54191,0.59616,0.42624,0.88453,0.57306,0.57143,0.49839,0.2343,0.52269,0.52381,0.46468,0.1252,2.16171,3.96768,1.34411,2.406,0.000713,0.000713,0.000713
67,416.765,0.53465,0.62587,0.43875,0.90474,0.56393,0.73941,0.60831,0.27657,0.56393,0.73941,0.59401,0.17437,1.91717,3.32647,1.40976,2.22302,0.0006932,0.0006932,0.0006932
68,422.849,0.44551,0.56169,1.18947,0.75726,0.54887,0.75342,0.59328,0.25779,0.54977,0.61905,0.5149,0.17276,1.91614,3.19931,1.45697,2.14685,0.0006734,0.0006734,0.0006734
69,428.967,0.54824,0.60684,0.45784,0.89695,0.54037,0.57143,0.50669,0.19139,0.54037,0.57143,0.48625,0.13824,2.34419,3.17103,1.41823,2.50153,0.0006536,0.0006536,0.0006536
70,435.166,0.54351,0.655,0.4225,0.8709,0.61425,0.60705,0.54152,0.20115,0.61425,0.60705,0.53079,0.16005,2.24322,3.48351,1.32905,2.42134,0.0006338,0.0006338,0.0006338
71,441.384,0.54524,0.67793,0.42052,0.87238,0.68922,0.73978,0.63365,0.26768,0.73626,0.66478,0.59116,0.17682,2.1111,3.49189,1.3263,2.34202,0.000614,0.000614,0.000614
72,447.549,0.53799,0.69839,0.47365,0.8716,0.57491,0.85714,0.64192,0.28104,0.59279,0.69369,0.6034,0.19909,2.06133,3.28459,1.42326,2.32757,0.0005942,0.0005942,0.0005942
73,453.743,0.63,0.68862,0.44659,0.89128,0.58455,0.71429,0.56046,0.24504,0.54495,0.66667,0.52213,0.18201,2.07834,3.05827,1.52,2.33892,0.0005744,0.0005744,0.0005744
74,459.869,0.61029,0.74088,0.44754,0.92093,0.56278,0.61317,0.49283,0.20219,0.6317,0.66667,0.55393,0.16664,2.25811,2.9109,1.68772,2.49301,0.0005546,0.0005546,0.0005546
75,466.027,0.53156,0.65198,0.42814,0.8543,0.48401,0.47619,0.37242,0.17224,0.61116,0.61905,0.51552,0.14053,2.3611,3.08736,1.62241,2.60238,0.0005348,0.0005348,0.0005348
76,472.04,0.53726,0.71136,0.41296,0.85974,0.43684,0.42857,0.33052,0.17215,0.61728,0.52381,0.47138,0.16053,2.31853,3.13702,1.63565,2.54937,0.000515,0.000515,0.000515
77,478.063,0.51688,0.63264,0.38866,0.85764,0.45143,0.42857,0.34298,0.17402,0.58252,0.52381,0.4528,0.16554,2.50649,3.20047,1.62395,2.78333,0.0004952,0.0004952,0.0004952
78,484.126,0.49401,0.62166,0.4017,0.85688,0.44983,0.47619,0.36081,0.17653,0.62583,0.57143,0.49531,0.17558,2.46315,3.38341,1.67505,2.70373,0.0004754,0.0004754,0.0004754
79,490.286,0.48897,0.66415,0.3928,0.88076,0.49024,0.47619,0.37227,0.18916,0.57107,0.52381,0.45374,0.17148,2.32543,3.60473,1.54838,2.5941,0.0004556,0.0004556,0.0004556
80,496.259,0.45943,0.70406,0.36444,0.82042,0.43524,0.57143,0.39498,0.20868,0.64822,0.57143,0.4941,0.17191,2.25584,4.13736,1.42359,2.63203,0.0004358,0.0004358,0.0004358
81,502.29,0.48897,0.63818,0.37317,0.86566,0.61523,0.61905,0.48221,0.24886,0.61523,0.61905,0.50568,0.21541,2.12843,4.20581,1.41273,2.54137,0.000416,0.000416,0.000416
82,508.556,0.49307,0.63403,0.37632,0.85221,0.55606,0.61905,0.43297,0.2563,0.59919,0.66667,0.50442,0.19902,2.13034,4.22525,1.36752,2.5927,0.0003962,0.0003962,0.0003962
83,514.663,0.48763,0.56558,0.38667,0.87477,0.60349,0.66667,0.50204,0.26971,0.56027,0.61905,0.51364,0.1899,2.09212,4.45456,1.32647,2.58241,0.0003764,0.0003764,0.0003764
84,520.668,0.51104,0.65859,0.3618,0.88209,0.60625,0.66011,0.47416,0.25297,0.60625,0.66011,0.53232,0.1662,2.13262,4.6189,1.29898,2.61744,0.0003566,0.0003566,0.0003566
85,526.712,0.4614,0.60527,0.3822,0.83331,0.59231,0.57143,0.47897,0.24698,0.59231,0.57143,0.48239,0.13413,2.20853,4.56338,1.2541,2.67872,0.0003368,0.0003368,0.0003368
86,532.727,0.42969,0.64825,0.35853,0.8351,0.57568,0.61905,0.49853,0.24233,0.55933,0.47619,0.38823,0.11673,2.27813,4.57896,1.15228,2.7516,0.000317,0.000317,0.000317
87,538.892,0.47177,0.53451,0.35324,0.86416,0.58363,0.61905,0.47425,0.22863,0.58073,0.47619,0.38143,0.1131,2.32286,4.35852,1.0994,2.74797,0.0002972,0.0002972,0.0002972
88,544.924,0.54936,0.72411,0.41664,0.89281,0.60465,0.66667,0.49211,0.23597,0.56378,0.61905,0.52365,0.12733,2.36657,4.0086,1.04276,2.77104,0.0002774,0.0002774,0.0002774
89,551.033,0.45291,0.56677,0.35491,0.87295,0.62376,0.66667,0.49459,0.23434,0.5792,0.61905,0.53309,0.15258,2.3541,3.53403,1.06182,2.73099,0.0002576,0.0002576,0.0002576
90,557.07,0.46909,0.58859,0.3692,0.83866,0.66875,0.71429,0.61493,0.2439,0.59011,0.61905,0.56409,0.16377,2.27759,3.47407,1.07273,2.62145,0.0002378,0.0002378,0.0002378
91,563.107,0.42568,0.61994,0.33667,0.85909,0.6205,0.71429,0.61656,0.26257,0.65308,0.47619,0.50345,0.16215,2.39161,3.98971,1.01914,2.79138,0.000218,0.000218,0.000218
92,568.73,0.35251,0.50325,0.32537,0.8027,0.63866,0.61905,0.57863,0.2645,0.6788,0.52381,0.50369,0.14877,2.4388,4.18385,0.92902,2.83797,0.0001982,0.0001982,0.0001982
93,574.343,0.31717,0.5129,0.30172,0.82506,0.71286,0.70953,0.62828,0.27431,0.59723,0.47619,0.42262,0.14379,2.28236,4.29395,0.95879,2.66293,0.0001784,0.0001784,0.0001784
94,579.897,0.35976,0.50628,0.30408,0.81804,0.65332,0.66667,0.61842,0.29137,0.60562,0.61905,0.48629,0.14221,2.18424,4.58458,0.95,2.59787,0.0001586,0.0001586,0.0001586
95,585.185,0.54324,0.76953,0.36634,0.87505,0.60747,0.66667,0.52743,0.27808,0.56394,0.61905,0.4621,0.12291,2.13209,5.02471,0.96936,2.56633,0.0001388,0.0001388,0.0001388
96,590.348,0.32371,0.43142,0.28709,0.79544,0.61922,0.66667,0.52696,0.28294,0.57499,0.61905,0.46121,0.11638,2.01983,5.02015,0.98565,2.43238,0.000119,0.000119,0.000119
97,595.515,0.37119,0.50709,0.28854,0.81244,0.63027,0.66667,0.5251,0.27903,0.53999,0.57143,0.44485,0.11887,1.94944,5.00639,1.00803,2.34732,9.92e-05,9.92e-05,9.92e-05
98,600.635,0.33805,0.4672,0.28805,0.83646,0.64621,0.71429,0.53744,0.29036,0.60301,0.66667,0.4908,0.13145,1.91124,4.8751,1.0308,2.29095,7.94e-05,7.94e-05,7.94e-05
99,605.737,0.3637,0.53409,0.30102,0.79637,0.68699,0.7619,0.6213,0.31589,0.60112,0.66667,0.5398,0.1428,1.90359,4.71519,1.0427,2.26619,5.96e-05,5.96e-05,5.96e-05
100,611.124,0.44337,0.46316,0.39702,0.83322,0.62974,0.66667,0.58262,0.30555,0.5846,0.61905,0.51233,0.13718,1.93111,4.73272,1.04961,2.30877,3.98e-05,3.98e-05,3.98e-05
