epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,594.116,0.68097,0.88536,0.58329,0.89456,1,0.97125,0.97531,0.87729,1,0.97125,0.97531,0.83667,0.43381,0.47959,0.37851,0.70701,0.0007823,0.0007823,0.0007823
125,598.777,0.63239,0.72728,0.49867,0.89792,1,0.97123,0.97526,0.87822,1,0.97123,0.97526,0.84892,0.44436,0.48547,0.38734,0.70831,0.0007724,0.0007724,0.0007724
126,603.223,0.6285,0.78073,0.52332,0.8896,1,0.97112,0.97524,0.87673,1,0.97112,0.97524,0.84207,0.46453,0.49372,0.38379,0.70817,0.0007625,0.0007625,0.0007625
127,607.917,0.61142,0.81361,0.47599,0.87451,0.99827,0.95833,0.97494,0.8857,0.99827,0.95833,0.97494,0.84,0.46354,0.49551,0.39739,0.70859,0.0007526,0.0007526,0.0007526
128,612.383,0.58748,0.80561,0.51702,0.88363,0.98589,0.97057,0.97493,0.89035,0.98589,0.97057,0.97493,0.84551,0.42966,0.50614,0.41444,0.71279,0.0007427,0.0007427,0.0007427
129,616.908,0.57957,0.69538,0.49605,0.89693,0.99678,0.95833,0.97467,0.89163,0.99678,0.95833,0.97467,0.84177,0.41882,0.54185,0.41665,0.71507,0.0007328,0.0007328,0.0007328
130,621.521,0.60312,0.79345,0.50141,0.88078,0.99736,0.95833,0.97468,0.89573,0.99736,0.95833,0.97468,0.82654,0.41853,0.61338,0.40476,0.7141,0.0007229,0.0007229,0.0007229
131,626.067,0.68907,0.83442,0.53582,0.91695,0.99841,0.95833,0.97472,0.89594,0.99841,0.95833,0.97472,0.82321,0.40094,0.62415,0.3816,0.7066,0.000713,0.000713,0.000713
132,630.812,0.64923,0.92,0.53857,0.92899,0.99866,0.95833,0.97503,0.89731,0.99866,0.95833,0.97503,0.83928,0.38684,0.5371,0.34735,0.69699,0.0007031,0.0007031,0.0007031
133,635.296,0.57376,0.70574,0.47803,0.88419,0.99869,0.95833,0.97477,0.90489,0.99869,0.95833,0.97477,0.85946,0.38261,0.46974,0.35169,0.696,0.0006932,0.0006932,0.0006932
134,639.854,0.58533,0.70341,0.50606,0.88097,0.99843,0.95833,0.97479,0.90609,0.99843,0.95833,0.97479,0.86301,0.38389,0.43888,0.35952,0.69797,0.0006833,0.0006833,0.0006833
135,644.413,0.54345,0.88716,0.46131,0.86557,0.99833,0.95833,0.97507,0.90648,0.99833,0.95833,0.97507,0.86048,0.39163,0.43616,0.35454,0.69859,0.0006734,0.0006734,0.0006734
136,649.048,0.67253,0.79053,0.50237,0.92976,1,0.97142,0.97536,0.90757,1,0.97142,0.97536,0.87049,0.36962,0.43167,0.34162,0.68058,0.0006635,0.0006635,0.0006635
137,653.648,0.58036,0.68097,0.48515,0.86704,1,0.97131,0.97536,0.90892,1,0.97131,0.97536,0.86999,0.3759,0.43542,0.3333,0.68081,0.0006536,0.0006536,0.0006536
138,658.287,0.59743,0.8877,0.4656,0.89484,1,0.97114,0.97536,0.90323,1,0.97114,0.97536,0.86969,0.38986,0.44935,0.32703,0.69032,0.0006437,0.0006437,0.0006437
139,662.713,0.60533,0.79887,0.49777,0.89897,1,0.97131,0.97536,0.90379,1,0.97131,0.97536,0.8602,0.42095,0.47579,0.33697,0.70297,0.0006338,0.0006338,0.0006338
140,667.082,0.55449,0.65371,0.45812,0.87684,1,0.97146,0.97535,0.90562,1,0.97146,0.97535,0.86053,0.40217,0.47445,0.32819,0.69752,0.0006239,0.0006239,0.0006239
141,671.725,0.56668,0.82926,0.46058,0.88793,1,0.97108,0.97535,0.90749,1,0.97108,0.97535,0.8573,0.39445,0.46949,0.33826,0.69491,0.000614,0.000614,0.000614
142,676.452,0.55178,0.88008,0.48406,0.8973,1,0.97066,0.97533,0.90626,1,0.97066,0.97533,0.85895,0.39216,0.45944,0.35077,0.6941,0.0006041,0.0006041,0.0006041
143,681.362,0.55193,0.65287,0.44672,0.88838,1,0.9705,0.97532,0.89986,1,0.9705,0.97532,0.86096,0.39074,0.45535,0.35114,0.69068,0.0005942,0.0005942,0.0005942
144,686.028,0.61718,0.79493,0.52922,0.90629,1,0.97029,0.97531,0.9102,1,0.97029,0.9755,0.85309,0.36342,0.4605,0.33167,0.68588,0.0005843,0.0005843,0.0005843
145,690.878,0.62986,0.74927,0.48989,0.90403,0.99781,0.95833,0.97475,0.90527,0.99781,0.95833,0.97475,0.85505,0.36334,0.46177,0.32887,0.68515,0.0005744,0.0005744,0.0005744
146,695.597,0.58726,0.73327,0.4729,0.88035,0.99809,0.95833,0.97502,0.90442,0.99809,0.95833,0.97502,0.85586,0.37171,0.45111,0.33659,0.68796,0.0005645,0.0005645,0.0005645
147,700.474,0.58718,0.80755,0.48902,0.89729,1,0.9707,0.9753,0.89613,1,0.9707,0.9753,0.85729,0.3996,0.43938,0.34932,0.69002,0.0005546,0.0005546,0.0005546
148,705.403,0.59337,0.69699,0.50587,0.88992,0.99843,0.95833,0.97475,0.9164,0.99843,0.95833,0.97498,0.85695,0.34826,0.42946,0.3363,0.68334,0.0005447,0.0005447,0.0005447
149,710.53,0.53387,0.69927,0.45214,0.85258,0.99845,0.95833,0.97502,0.92932,0.99845,0.95833,0.97534,0.86818,0.32435,0.42741,0.32633,0.67891,0.0005348,0.0005348,0.0005348
150,715.461,0.54544,0.79897,0.47377,0.87889,0.99858,0.95833,0.97501,0.92564,0.99858,0.95833,0.97545,0.86773,0.33657,0.42607,0.33375,0.68075,0.0005249,0.0005249,0.0005249
151,720.109,0.56525,0.79683,0.46077,0.90415,1,0.97096,0.97529,0.92376,1,0.97096,0.97592,0.87148,0.33601,0.42085,0.32505,0.68092,0.000515,0.000515,0.000515
152,724.988,0.57892,0.79821,0.48586,0.88519,1,0.97156,0.9753,0.91421,1,0.97156,0.97615,0.87319,0.35614,0.40672,0.32259,0.68899,0.0005051,0.0005051,0.0005051
153,729.823,0.51895,0.69537,0.43911,0.87732,1,0.97157,0.97531,0.89649,1,0.97157,0.97614,0.86022,0.40107,0.41378,0.33246,0.69836,0.0004952,0.0004952,0.0004952
154,734.507,0.55382,0.72185,0.47557,0.87291,1,0.97155,0.97531,0.9081,1,0.97155,0.97613,0.86185,0.39855,0.42478,0.33984,0.69689,0.0004853,0.0004853,0.0004853
155,739.391,0.52131,0.63185,0.43658,0.87505,1,0.97143,0.97531,0.92022,1,0.97143,0.97609,0.86811,0.36308,0.43323,0.33513,0.69109,0.0004754,0.0004754,0.0004754
156,744.271,0.57154,0.72427,0.45227,0.88547,1,0.97132,0.97528,0.8989,1,0.97132,0.9761,0.87516,0.42,0.44849,0.34872,0.69812,0.0004655,0.0004655,0.0004655
157,749.131,0.57608,0.70013,0.45128,0.86871,1,0.97127,0.9753,0.91176,1,0.97127,0.97617,0.86899,0.40672,0.45434,0.33695,0.69664,0.0004556,0.0004556,0.0004556
158,753.831,0.50553,0.60865,0.43307,0.84284,1,0.97131,0.97531,0.92021,1,0.97131,0.97617,0.87073,0.33977,0.44952,0.32428,0.69131,0.0004457,0.0004457,0.0004457
159,758.732,0.50553,0.70834,0.43065,0.86566,1,0.97132,0.97533,0.92026,1,0.97132,0.97623,0.87184,0.32612,0.43362,0.32082,0.68658,0.0004358,0.0004358,0.0004358
160,763.755,0.51883,0.67348,0.41835,0.88015,1,0.97138,0.97538,0.90759,1,0.97138,0.97652,0.87208,0.34642,0.40775,0.32176,0.68643,0.0004259,0.0004259,0.0004259
161,768.631,0.56076,0.74108,0.44822,0.89229,1,0.97137,0.97539,0.91244,1,0.97137,0.97678,0.87203,0.34911,0.40207,0.31599,0.68725,0.000416,0.000416,0.000416
162,773.326,0.57148,0.77796,0.47928,0.88512,1,0.9714,0.97542,0.90398,1,0.9714,0.97697,0.86804,0.36342,0.40505,0.31996,0.68867,0.0004061,0.0004061,0.0004061
163,777.703,0.56525,0.69588,0.45547,0.87647,1,0.97142,0.97546,0.91638,1,0.97142,0.97736,0.86761,0.35521,0.40652,0.31337,0.68501,0.0003962,0.0003962,0.0003962
164,782.479,0.50379,0.65181,0.39347,0.84645,1,0.97143,0.97552,0.93313,1,0.97143,0.9783,0.89728,0.30569,0.38928,0.30615,0.67209,0.0003863,0.0003863,0.0003863
165,787.157,0.53577,0.85547,0.45312,0.86954,1,0.97144,0.97552,0.93613,1,0.97144,0.97856,0.89948,0.29761,0.38115,0.29668,0.66868,0.0003764,0.0003764,0.0003764
166,791.714,0.55544,0.6914,0.41159,0.88494,1,0.97144,0.97551,0.93567,1,0.97144,0.97879,0.89318,0.29419,0.37563,0.29797,0.66715,0.0003665,0.0003665,0.0003665
167,796.577,0.53946,0.65691,0.45314,0.8745,1,0.97142,0.97548,0.92922,1,0.97142,0.97893,0.89859,0.28926,0.36899,0.29472,0.66639,0.0003566,0.0003566,0.0003566
168,800.917,0.49006,0.64639,0.41652,0.8848,1,0.9714,0.9754,0.93276,1,0.9714,0.97935,0.89751,0.28537,0.36828,0.30446,0.6675,0.0003467,0.0003467,0.0003467
169,805.404,0.52655,0.66474,0.46385,0.87686,1,0.97141,0.97537,0.94693,1,0.97141,0.97931,0.90181,0.28256,0.36709,0.30475,0.66959,0.0003368,0.0003368,0.0003368
170,810.039,0.48169,0.56708,0.42823,0.90066,1,0.9714,0.97535,0.94252,1,0.9714,0.97954,0.89516,0.28437,0.36455,0.30894,0.67051,0.0003269,0.0003269,0.0003269
171,814.582,0.465,0.54212,0.41441,0.86602,1,0.97137,0.97535,0.94299,1,0.97137,0.97987,0.89354,0.28355,0.36295,0.30975,0.67041,0.000317,0.000317,0.000317
172,819.089,0.46095,0.61593,0.43285,0.88244,1,0.97133,0.97535,0.94232,1,0.97133,0.98027,0.89547,0.28424,0.36709,0.30721,0.66962,0.0003071,0.0003071,0.0003071
173,823.783,0.51604,0.708,0.46839,0.88458,1,0.97134,0.98087,0.9409,1,0.97134,0.98087,0.89626,0.28518,0.37412,0.30228,0.66974,0.0002972,0.0002972,0.0002972
174,828.042,0.45715,0.57731,0.39203,0.86666,1,0.97138,0.98137,0.9287,1,0.97138,0.98137,0.89306,0.29656,0.38344,0.29346,0.67022,0.0002873,0.0002873,0.0002873
175,832.395,0.4905,0.6779,0.41506,0.86927,1,0.97141,0.98143,0.93541,1,0.97141,0.98143,0.88314,0.29752,0.40006,0.29416,0.67214,0.0002774,0.0002774,0.0002774
176,837.038,0.52165,0.65713,0.41553,0.86186,1,0.97147,0.98172,0.92972,1,0.97147,0.98172,0.87857,0.31314,0.39742,0.29609,0.67374,0.0002675,0.0002675,0.0002675
177,841.594,0.44859,0.62069,0.38272,0.85348,1,0.97145,0.98172,0.93038,1,0.97145,0.98172,0.88629,0.31205,0.38162,0.29198,0.67202,0.0002576,0.0002576,0.0002576
178,846.28,0.44755,0.57323,0.37344,0.87517,1,0.9715,0.98172,0.93184,1,0.9715,0.98172,0.8958,0.30091,0.36705,0.29264,0.6714,0.0002477,0.0002477,0.0002477
179,850.888,0.51917,0.59652,0.41825,0.86077,1,0.97151,0.98166,0.93671,1,0.97151,0.98166,0.89717,0.28878,0.35966,0.28939,0.67077,0.0002378,0.0002378,0.0002378
180,855.548,0.4501,0.63323,0.37979,0.84065,1,0.97153,0.98182,0.94937,1,0.97153,0.98182,0.89548,0.27973,0.36026,0.29035,0.67159,0.0002279,0.0002279,0.0002279
181,860.323,0.47069,0.64442,0.41361,0.87358,1,0.97159,0.9817,0.94487,1,0.97159,0.9817,0.90064,0.28004,0.36632,0.2939,0.67145,0.000218,0.000218,0.000218
182,864.864,0.48955,0.70909,0.40752,0.86866,1,0.97163,0.98188,0.94681,1,0.97163,0.98188,0.89842,0.27834,0.36645,0.28996,0.67042,0.0002081,0.0002081,0.0002081
183,869.233,0.44792,0.60672,0.38847,0.84027,1,0.97169,0.98214,0.94364,1,0.97169,0.98214,0.89561,0.27843,0.36374,0.28934,0.66902,0.0001982,0.0001982,0.0001982
184,873.858,0.41559,0.59847,0.43238,0.86045,1,0.97179,0.98235,0.93765,1,0.97179,0.98235,0.89864,0.28236,0.36265,0.28528,0.66687,0.0001883,0.0001883,0.0001883
185,878.477,0.50152,0.6328,0.40055,0.87032,1,0.97185,0.98242,0.93985,1,0.97185,0.98242,0.901,0.28198,0.36509,0.28212,0.66611,0.0001784,0.0001784,0.0001784
186,883.003,0.46742,0.56971,0.38173,0.86203,1,0.97191,0.98272,0.94059,1,0.97191,0.98272,0.90228,0.27906,0.36489,0.2792,0.66511,0.0001685,0.0001685,0.0001685
187,887.511,0.41075,0.5215,0.36858,0.85221,1,0.972,0.98296,0.94349,1,0.972,0.98296,0.90213,0.2743,0.36385,0.27555,0.66409,0.0001586,0.0001586,0.0001586
188,892.088,0.50221,0.63713,0.39781,0.86326,1,0.97207,0.98313,0.94583,1,0.97207,0.98313,0.90227,0.2644,0.35958,0.2739,0.66304,0.0001487,0.0001487,0.0001487
189,896.915,0.44999,0.58513,0.39064,0.86711,1,0.97207,0.98313,0.94926,1,0.97207,0.98313,0.90672,0.26219,0.35737,0.27096,0.66216,0.0001388,0.0001388,0.0001388
190,901.255,0.45592,0.59579,0.38127,0.86585,1,0.97206,0.98331,0.95271,1,0.97206,0.98331,0.90681,0.26064,0.35807,0.2677,0.66169,0.0001289,0.0001289,0.0001289
191,905.796,0.36549,0.54742,0.3963,0.82131,1,0.97201,0.9834,0.95768,1,0.97201,0.9834,0.90464,0.25478,0.35836,0.26737,0.66101,0.000119,0.000119,0.000119
192,910.142,0.42083,0.51678,0.38346,0.83922,1,0.97213,0.98292,0.95252,1,0.97213,0.98292,0.90508,0.25137,0.36251,0.27163,0.66088,0.0001091,0.0001091,0.0001091
193,914.539,0.4338,0.53383,0.4025,0.86793,1,0.97216,0.98291,0.94903,1,0.97216,0.98291,0.90305,0.25119,0.36535,0.27656,0.66133,9.92e-05,9.92e-05,9.92e-05
194,919.118,0.4236,0.54405,0.39149,0.80512,0.99999,0.97222,0.98273,0.95114,0.99999,0.97222,0.98273,0.89948,0.25251,0.36793,0.27916,0.66178,8.93e-05,8.93e-05,8.93e-05
195,923.711,0.37631,0.61781,0.37255,0.82984,0.99986,0.97222,0.98248,0.95019,0.99986,0.97222,0.98248,0.89408,0.25422,0.36925,0.28207,0.66214,7.94e-05,7.94e-05,7.94e-05
196,928.399,0.35733,0.54098,0.35476,0.82032,0.99974,0.97222,0.98225,0.95023,0.99974,0.97222,0.98225,0.89224,0.25664,0.36833,0.28376,0.66272,6.95e-05,6.95e-05,6.95e-05
197,933.091,0.36459,0.4488,0.34126,0.83977,1,0.97176,0.98217,0.95713,1,0.97176,0.98217,0.90163,0.25434,0.36585,0.28474,0.66247,5.96e-05,5.96e-05,5.96e-05
198,937.757,0.34633,0.43452,0.33202,0.84066,1,0.97185,0.98224,0.95726,1,0.97185,0.98224,0.90249,0.24972,0.36357,0.28308,0.66203,4.97e-05,4.97e-05,4.97e-05
199,942.534,0.34018,0.46464,0.32587,0.83794,1,0.97194,0.9823,0.95516,1,0.97194,0.9823,0.90511,0.24936,0.36228,0.28283,0.6615,3.98e-05,3.98e-05,3.98e-05
200,947.373,0.33422,0.49619,0.31871,0.82591,1,0.97204,0.9823,0.95488,1,0.97204,0.9823,0.90124,0.24593,0.36071,0.28385,0.66085,2.99e-05,2.99e-05,2.99e-05
